,ANNOTATION_ID,CVE_REF,TIME_SLOT_REF1,TIME_SLOT_REF2,LINGUISTIC_TYPE_REF,TIER_ID,PARENT_REF,annotation
251,a15060,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts12714,ts12748,dml,dml,,OU
252,a15061,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts12749,ts12765,dml,dml,,IM
253,a15062,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts12766,ts12813,dml,dml,,CNT
254,a15063,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts12890,ts12908,dml,dml,,RM
255,a15064,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts12909,ts12923,dml,dml,,IM
256,a15065,cveid_be376264-1789-4fff-aec3-69689249d83b,ts12925,ts12941,dml,dml,,RS
257,a15066,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts12943,ts12971,dml,dml,,CNT
258,a15072,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts13162,ts13232,dml,dml,,OU
259,a15073,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts13233,ts13260,dml,dml,,IM
260,a15074,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts13261,ts13270,dml,dml,,CNT
261,a15075,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts13278,ts13320,dml,dml,,OU
262,a15076,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts13321,ts13332,dml,dml,,IM
263,a15077,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts13331,ts13346,dml,dml,,OU
264,a15078,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts13347,ts13389,dml,dml,,IM
265,a15079,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts13391,ts13411,dml,dml,,RM
266,a15080,cveid_be376264-1789-4fff-aec3-69689249d83b,ts13412,ts13425,dml,dml,,RS
267,a15081,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts13651,ts13663,dml,dml,,OU
268,a15082,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts13667,ts13692,dml,dml,,IM
269,a29971,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts13695,ts13706,dml,dml,,OU
270,a29972,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts13713,ts13751,dml,dml,,IM
271,a15083,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts13752,ts13790,dml,dml,,CNT
272,a15086,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts13882,ts13912,dml,dml,,RM
273,a15087,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts13913,ts13933,dml,dml,,IM
274,a15088,cveid_be376264-1789-4fff-aec3-69689249d83b,ts13932,ts14013,dml,dml,,RS
275,a15242,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts14010,ts14041,dml,dml,,IM
276,a15243,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts14042,ts14077,dml,dml,,CNT
277,a15247,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts14267,ts14293,dml,dml,,RM
278,a15248,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts14295,ts14306,dml,dml,,IM
279,a15249,cveid_be376264-1789-4fff-aec3-69689249d83b,ts14311,ts14365,dml,dml,,RS
280,a15250,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts14398,ts14447,dml,dml,,OU
281,a15251,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts14448,ts14465,dml,dml,,IM
282,a15252,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts14467,ts14492,dml,dml,,CNT
283,a15253,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts14543,ts14555,dml,dml,,OU
284,a15254,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts14554,ts14612,dml,dml,,IM
285,a15255,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts14613,ts14625,dml,dml,,CNT
286,a15256,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts14688,ts14710,dml,dml,,OU
287,a15257,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts14711,ts14730,dml,dml,,IM
288,a15258,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts14731,ts14762,dml,dml,,RM
289,a15259,cveid_be376264-1789-4fff-aec3-69689249d83b,ts14763,ts14796,dml,dml,,RS
290,a15260,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts14816,ts14827,dml,dml,,OU
291,a15261,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts14828,ts14844,dml,dml,,IM
292,a15262,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts14845,ts14865,dml,dml,,OU
293,a15263,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts14866,ts14876,dml,dml,,IM
294,a15264,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts14878,ts14905,dml,dml,,OU
295,a15265,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts14906,ts14929,dml,dml,,IM
296,a15266,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts14930,ts14982,dml,dml,,OU
297,a15267,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts14983,ts15007,dml,dml,,IM
298,a15268,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts15009,ts15051,dml,dml,,CNT
299,a15269,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts15133,ts15151,dml,dml,,OU
300,a15270,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts15152,ts15169,dml,dml,,IM
301,a15272,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts15325,ts15339,dml,dml,,OU
302,a15273,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts15340,ts15352,dml,dml,,IM
303,a15274,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts15354,ts15384,dml,dml,,CNT
304,a15275,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts15526,ts15552,dml,dml,,OU
305,a15276,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts15553,ts15564,dml,dml,,IM
306,a15277,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts15566,ts15598,dml,dml,,CNT
307,a30207,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts15601,ts15610,dml,dml,,IM
308,a30208,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts15612,ts15621,dml,dml,,CNT
309,a15280,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts15636,ts15646,dml,dml,,OU
310,a15281,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts15647,ts15660,dml,dml,,IM
311,a15282,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts15662,ts15673,dml,dml,,CNT
312,a15283,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts15827,ts15840,dml,dml,,OU
313,a15284,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts15841,ts15857,dml,dml,,IM
314,a15285,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts15859,ts15873,dml,dml,,OU
315,a15286,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts15874,ts15886,dml,dml,,IM
316,a15287,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts15888,ts15915,dml,dml,,CNT
317,a15288,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts15954,ts15987,dml,dml,,OU
318,a15289,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts15988,ts16016,dml,dml,,IM
319,a15290,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts16017,ts16026,dml,dml,,CNT
320,a15291,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts16127,ts16166,dml,dml,,OU
321,a15292,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts16167,ts16186,dml,dml,,IM
322,a15293,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts16187,ts16202,dml,dml,,CNT
323,a15294,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts16203,ts16215,dml,dml,,RM
324,a15295,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts16216,ts16225,dml,dml,,IM
325,a15296,cveid_be376264-1789-4fff-aec3-69689249d83b,ts16227,ts16252,dml,dml,,RS
326,a15297,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts16257,ts16274,dml,dml,,OU
327,a15298,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts16275,ts16293,dml,dml,,IM
328,a15299,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts16295,ts16306,dml,dml,,CNT
329,a15300,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts16491,ts16501,dml,dml,,OU
330,a15301,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts16502,ts16516,dml,dml,,IM
331,a15302,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts16518,ts16546,dml,dml,,CNT
332,a15303,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts16547,ts16573,dml,dml,,OU
333,a15304,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts16574,ts16597,dml,dml,,IM
334,a15305,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts16596,ts16635,dml,dml,,CNT
335,a15306,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts16722,ts16743,dml,dml,,OU
336,a15307,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts16744,ts16750,dml,dml,,IM
337,a15308,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts16749,ts16768,dml,dml,,CNT
338,a15309,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts16896,ts16899,dml,dml,,RM
339,a15310,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts16900,ts16912,dml,dml,,IM
340,a15311,cveid_be376264-1789-4fff-aec3-69689249d83b,ts16914,ts16928,dml,dml,,RS
341,a15315,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts17059,ts17086,dml,dml,,OU
342,a15316,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17087,ts17113,dml,dml,,IM
343,a15417,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts17115,ts17124,dml,dml,,RM
344,a15418,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17125,ts17135,dml,dml,,IM
345,a15419,cveid_be376264-1789-4fff-aec3-69689249d83b,ts17137,ts17143,dml,dml,,RS
346,a15420,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts17145,ts17170,dml,dml,,OU
347,a15421,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17171,ts17182,dml,dml,,IM
348,a15422,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts17184,ts17212,dml,dml,,RM
349,a15423,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17213,ts17216,dml,dml,,IM
350,a15424,cveid_be376264-1789-4fff-aec3-69689249d83b,ts17218,ts17249,dml,dml,,RS
351,a15425,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts17251,ts17268,dml,dml,,CNT
352,a15431,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts17458,ts17477,dml,dml,,RM
353,a15432,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17478,ts17498,dml,dml,,IM
354,a15433,cveid_be376264-1789-4fff-aec3-69689249d83b,ts17497,ts17537,dml,dml,,RS
355,a15434,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts17538,ts17555,dml,dml,,OU
356,a15435,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17556,ts17635,dml,dml,,IM
357,a15436,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts17637,ts17649,dml,dml,,RM
358,a15437,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17650,ts17654,dml,dml,,IM
359,a15438,cveid_be376264-1789-4fff-aec3-69689249d83b,ts17655,ts17668,dml,dml,,RS
360,a15439,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts17670,ts17691,dml,dml,,OU
361,a15440,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17692,ts17707,dml,dml,,IM
362,a15441,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts17709,ts17736,dml,dml,,CNT
363,a15442,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts17737,ts17748,dml,dml,,OU
364,a15443,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17749,ts17761,dml,dml,,IM
365,a15444,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts17763,ts17774,dml,dml,,CNT
366,a15445,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts17839,ts17865,dml,dml,,OU
367,a15446,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17866,ts17869,dml,dml,,IM
368,a15447,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts17871,ts17909,dml,dml,,OU
369,a15448,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts17910,ts17971,dml,dml,,IM
370,a15449,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts17973,ts18007,dml,dml,,CNT
371,a15450,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts18008,ts18027,dml,dml,,OU
372,a15451,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts18028,ts18040,dml,dml,,IM
373,a15452,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts18042,ts18055,dml,dml,,OU
374,a15453,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts18056,ts18059,dml,dml,,IM
375,a15454,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts18061,ts18092,dml,dml,,OU
376,a15455,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts18093,ts18148,dml,dml,,IM
377,a15456,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts18150,ts18164,dml,dml,,CNT
378,a15457,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts18241,ts18283,dml,dml,,OU
379,a15458,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts18284,ts18299,dml,dml,,IM
380,a15459,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts18301,ts18338,dml,dml,,OU
381,a15460,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts18339,ts18347,dml,dml,,IM
382,a15461,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts18349,ts18378,dml,dml,,CNT
383,a15462,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts18396,ts18422,dml,dml,,OU
384,a15463,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts18423,ts18431,dml,dml,,IM
385,a15464,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts18433,ts18465,dml,dml,,CNT
386,a15465,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts18475,ts18494,dml,dml,,OU
387,a15466,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts18495,ts18499,dml,dml,,IM
388,a15467,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts18501,ts18514,dml,dml,,CNT
389,a15471,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts18785,ts18813,dml,dml,,OU
390,a15472,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts18814,ts18838,dml,dml,,IM
391,a15473,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts18837,ts18867,dml,dml,,CNT
392,a15474,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts18868,ts18875,dml,dml,,RM
393,a15475,cveid_be376264-1789-4fff-aec3-69689249d83b,ts18876,ts18903,dml,dml,,RS
394,a15476,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts18933,ts18955,dml,dml,,RM
395,a15477,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts18956,ts18983,dml,dml,,IM
396,a15478,cveid_be376264-1789-4fff-aec3-69689249d83b,ts18981,ts19023,dml,dml,,RS
397,a15481,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts19047,ts19058,dml,dml,,OU
398,a15482,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts19059,ts19104,dml,dml,,IM
399,a15483,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts19103,ts19123,dml,dml,,CNT
400,a15486,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts19207,ts19235,dml,dml,,OU
401,a15487,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts19236,ts19263,dml,dml,,RM
402,a15488,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts19265,ts19283,dml,dml,,IM
403,a15489,cveid_be376264-1789-4fff-aec3-69689249d83b,ts19282,ts19320,dml,dml,,RS
404,a15490,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts19363,ts19389,dml,dml,,OU
405,a15491,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts19390,ts19409,dml,dml,,OU
406,a15492,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts19410,ts19422,dml,dml,,CNT
407,a15493,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts19680,ts19686,dml,dml,,OU
408,a15494,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts19687,ts19703,dml,dml,,IM
409,a15495,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts19702,ts19720,dml,dml,,CNT
410,a15496,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts19774,ts19787,dml,dml,,RM
411,a15497,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts19788,ts19830,dml,dml,,IM
412,a15498,cveid_be376264-1789-4fff-aec3-69689249d83b,ts19831,ts19868,dml,dml,,RS
413,a15611,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts19935,ts19954,dml,dml,,OU
414,a15612,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts19955,ts19958,dml,dml,,IM
415,a15613,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts19960,ts19986,dml,dml,,OU
416,a15614,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts19987,ts20003,dml,dml,,IM
417,a15615,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts20005,ts20019,dml,dml,,CNT
418,a15616,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts20061,ts20096,dml,dml,,OU
419,a15617,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts20097,ts20106,dml,dml,,IM
420,a15618,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts20108,ts20142,dml,dml,,CNT
421,a15619,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts20277,ts20291,dml,dml,,OU
422,a15620,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts20292,ts20306,dml,dml,,IM
423,a15621,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts20307,ts20339,dml,dml,,CNT
424,a15622,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts20450,ts20470,dml,dml,,OU
425,a15623,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts20471,ts20504,dml,dml,,IM
426,a15624,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts20506,ts20533,dml,dml,,CNT
427,a15625,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts20548,ts20577,dml,dml,,OU
428,a15626,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts20578,ts20593,dml,dml,,IM
429,a15627,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts20595,ts20608,dml,dml,,OU
430,a15628,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts20609,ts20619,dml,dml,,IM
431,a15629,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts20622,ts20645,dml,dml,,CNT
432,a15630,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts20707,ts20763,dml,dml,,RM
433,a15631,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts20764,ts20779,dml,dml,,IM
434,a15632,cveid_be376264-1789-4fff-aec3-69689249d83b,ts20781,ts20852,dml,dml,,RS
435,a15633,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts20853,ts20900,dml,dml,,IM
436,a15634,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts20902,ts20943,dml,dml,,CNT
437,a15635,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts20946,ts20971,dml,dml,,OU
438,a15636,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts20972,ts20988,dml,dml,,IM
439,a15637,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts20990,ts21010,dml,dml,,RM
440,a15638,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts21011,ts21028,dml,dml,,IM
441,a15639,cveid_be376264-1789-4fff-aec3-69689249d83b,ts21029,ts21045,dml,dml,,RS
442,a15640,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts21047,ts21074,dml,dml,,OU
443,a15641,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts21075,ts21084,dml,dml,,IM
444,a15642,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts21091,ts21102,dml,dml,,RM
445,a15643,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts21103,ts21117,dml,dml,,IM
446,a15644,cveid_44436bd5-db6d-4b86-815f-d47d3cf87d4e,ts21116,ts21146,dml,dml,,RS_RM
447,a15645,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts21147,ts21158,dml,dml,,IM
448,a15646,cveid_be376264-1789-4fff-aec3-69689249d83b,ts21157,ts21218,dml,dml,,RS
449,a15650,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts21528,ts21537,dml,dml,,OU
450,a15651,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts21538,ts21543,dml,dml,,IM
451,a15652,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts21545,ts21581,dml,dml,,CNT
452,a15653,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts21601,ts21626,dml,dml,,RM
453,a15654,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts21627,ts21657,dml,dml,,IM
454,a15655,cveid_be376264-1789-4fff-aec3-69689249d83b,ts21656,ts21686,dml,dml,,RS
455,a15659,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts22348,ts22387,dml,dml,,OU
456,a15660,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts22386,ts22393,dml,dml,,IM
457,a15661,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts22402,ts22434,dml,dml,,CNT
458,a15662,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts22463,ts22494,dml,dml,,OU
459,a15663,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts22495,ts22512,dml,dml,,IM
460,a15664,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts22511,ts22524,dml,dml,,CNT
461,a15670,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts22837,ts22858,dml,dml,,OU
462,a15671,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts22859,ts22865,dml,dml,,IM
463,a15672,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts22864,ts22891,dml,dml,,CNT
464,a15675,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts22984,ts23004,dml,dml,,RM
465,a15676,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts23005,ts23029,dml,dml,,IM
466,a15677,cveid_be376264-1789-4fff-aec3-69689249d83b,ts23031,ts23072,dml,dml,,RS
467,a15768,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts23251,ts23264,dml,dml,,OU
468,a15769,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts23265,ts23275,dml,dml,,IM
469,a15770,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts23277,ts23291,dml,dml,,OU
470,a15772,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts23303,ts23315,dml,dml,,RM
471,a15773,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts23314,ts23329,dml,dml,,IM
472,a15774,cveid_be376264-1789-4fff-aec3-69689249d83b,ts23331,ts23347,dml,dml,,RS
473,a15778,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts23654,ts23675,dml,dml,,OU
474,a15779,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts23676,ts23694,dml,dml,,IM
475,a15780,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts23696,ts23707,dml,dml,,CNT
476,a15784,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts23864,ts23894,dml,dml,,OU
477,a15785,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts23895,ts23918,dml,dml,,IM
478,a15786,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts23917,ts23954,dml,dml,,RM
479,a15787,cveid_be376264-1789-4fff-aec3-69689249d83b,ts23955,ts24022,dml,dml,,RS
480,a15788,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts24076,ts24090,dml,dml,,OU
481,a15789,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts24091,ts24130,dml,dml,,IM
482,a15790,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts24131,ts24143,dml,dml,,CNT
483,a15791,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts24272,ts24290,dml,dml,,OU
484,a15792,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts24291,ts24305,dml,dml,,IM
485,a15793,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts24307,ts24319,dml,dml,,CNT
486,a15794,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts24352,ts24366,dml,dml,,OU
487,a15795,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts24367,ts24378,dml,dml,,IM
488,a15796,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts24380,ts24384,dml,dml,,CNT
489,a15797,cveid_5332401c-84ae-4062-af77-77b346f4bdcd,ts24412,ts24431,dml,dml,,RM
490,a15798,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts24432,ts24457,dml,dml,,IM
491,a15799,cveid_44436bd5-db6d-4b86-815f-d47d3cf87d4e,ts24458,ts24487,dml,dml,,RS_RM
492,a15800,cveid_be376264-1789-4fff-aec3-69689249d83b,ts24486,ts24529,dml,dml,,RS
493,a15801,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts24534,ts24545,dml,dml,,OU
494,a15802,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts24546,ts24564,dml,dml,,IM
495,a15803,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts24565,ts24578,dml,dml,,OU
496,a15804,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts24590,ts24610,dml,dml,,IM
497,a15805,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts24620,ts24670,dml,dml,,OU
498,a15806,cveid_25e59bf3-657c-4d02-9ba2-23b9abded943,ts24671,ts24675,dml,dml,,IM
499,a15807,cveid_a319e893-3eda-470a-9b77-4feae2156020,ts24677,ts24697,dml,dml,,CNT
500,a15808,cveid_0539abdc-6bc6-4b41-b35f-0423dd889dba,ts24800,ts24808,dml,dml,,OU
